CodigoExterno,Estado,CodigoEstado,Organismo,Sector,Region,Tipo,Rubro,Moneda,MontoEstimado,NumeroOferentes,CantidadReclamos,FechaCierre,Periodo,MontoAdjudicado
3764-9-LE26,Adjudicada,8,I MUNICIPALIDAD DE NANCAGUA,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"SERVICIOS FINANCIEROS, PENSIONES Y SEGUROS",CLF,530.0,1.0,115.0,2026-02-27,2026-02,
3810-8-LE26,Adjudicada,8,ILUSTRE MUNICIPALIDAD DE PICHILEMU,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,MAQUINARIA PARA MINERÍA Y PERFORACIÓN,CLP,9000000.0,4.0,260.0,2026-02-23,2026-02,8400000.0
3764-8-LE26,Adjudicada,8,I MUNICIPALIDAD DE NANCAGUA,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,MAQUINARIA PARA CONSTRUCCIÓN Y EDIFICACIÓN,CLP,,2.0,115.0,2026-02-20,2026-02,239000.0
3764-10-LE26,Adjudicada,8,I MUNICIPALIDAD DE NANCAGUA,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"EQUIPOS Y SUMINISTROS DE IMPRENTA, FOTOGRÁFICOS Y AUDIOVISUALES",CLP,12466435.0,7.0,115.0,2026-03-02,2026-02,10456920.0
3762-9-LP26,Cerrada,6,I MUNICIPALIDAD DE PAILLACO,Municipalidades,Región de Los Ríos,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,101727706.0,9.0,142.0,2026-03-16,2026-02,
3762-8-LP26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE PAILLACO,Municipalidades,Región de Los Ríos,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,92827488.0,4.0,142.0,2026-03-16,2026-02,
3762-7-LP26,Adjudicada,8,I MUNICIPALIDAD DE PAILLACO,Municipalidades,Región de Los Ríos,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,100055784.0,5.0,142.0,2026-03-16,2026-02,71749555.0
3762-6-LP26,Adjudicada,8,I MUNICIPALIDAD DE PAILLACO,Municipalidades,Región de Los Ríos,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,4.0,142.0,2026-03-09,2026-02,119502550.0
3762-15-LE26,Adjudicada,8,I MUNICIPALIDAD DE PAILLACO,Municipalidades,Región de Los Ríos,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,14700000.0,1.0,142.0,2026-02-25,2026-02,12352941.0
3762-14-LE26,Adjudicada,8,I MUNICIPALIDAD DE PAILLACO,Municipalidades,Región de Los Ríos,LE,ARTÍCULOS ELÉCTRICOS Y DE ILUMINACIÓN,CLP,34700000.0,1.0,142.0,2026-02-25,2026-02,6990000.0
3762-12-LE26,Adjudicada,8,I MUNICIPALIDAD DE PAILLACO,Municipalidades,Región de Los Ríos,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,7730000.0,1.0,142.0,2026-02-23,2026-02,6302521.0
3762-11-LP26,Cerrada,6,I MUNICIPALIDAD DE PAILLACO,Municipalidades,Región de Los Ríos,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,7.0,142.0,2026-03-16,2026-02,
3762-10-LP26,Cerrada,6,I MUNICIPALIDAD DE PAILLACO,Municipalidades,Región de Los Ríos,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,,4.0,142.0,2026-03-16,2026-02,
3761-7-LE26,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,11400000.0,3.0,292.0,2026-02-19,2026-02,10000000.0
3761-6-LP26,Adjudicada,8,I MUNICIPALIDAD DE COELEMU,Municipalidades,Región del Ñuble,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,174546000.0,2.0,292.0,2026-02-17,2026-02,144716254.0
3764-11-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE NANCAGUA,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"SERVICIOS EDITORIALES, DE DISEÑO, PUBLICIDAD, GRÁFICOS Y ARTISTAS",CLP,8800000.0,1.0,115.0,2026-03-02,2026-02,
3813-10-LE26,Adjudicada,8,I MUNICIPALIDAD DE ISLA DE MAIPO,Municipalidades,Región Metropolitana de Santiago,LE,EQUIPOS Y SUMINISTROS DE LIMPIEZA,CLP,19020960.0,1.0,203.0,2026-02-27,2026-02,1.0
3813-11-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE ISLA DE MAIPO,Municipalidades,Región Metropolitana de Santiago,LE,MAQUINARIA PARA CONSTRUCCIÓN Y EDIFICACIÓN,CLP,14565600.0,1.0,203.0,2026-02-27,2026-02,
3813-9-LP26,Adjudicada,8,I MUNICIPALIDAD DE ISLA DE MAIPO,Municipalidades,Región Metropolitana de Santiago,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,179419000.0,3.0,203.0,2026-03-10,2026-02,150513250.0
3885-11-LR26,Adjudicada,8,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,LR,SERVICIOS DE LIMPIEZA INDUSTRIAL,CLP,,2.0,148.0,2026-03-16,2026-02,
3885-10-LP26,Adjudicada,8,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,LP,SERVICIOS DE LIMPIEZA INDUSTRIAL,CLP,,1.0,148.0,2026-02-26,2026-02,
3882-18-LE26,Adjudicada,8,I MUNICIPALIDAD DE LLAY LLAY,Municipalidades,Región de Valparaíso ,LE,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,11985358.0,5.0,70.0,2026-03-03,2026-02,8819590.0
3882-17-R126,Adjudicada,8,I MUNICIPALIDAD DE LLAY LLAY,Municipalidades,Región de Valparaíso ,L1,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,6182990.0,16.0,70.0,2026-03-03,2026-02,5193277.0
3882-17-L126,Adjudicada,9,I MUNICIPALIDAD DE LLAY LLAY,Municipalidades,Región de Valparaíso ,L1,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,6182990.0,16.0,70.0,2026-03-03,2026-02,4428571.0
3882-16-LP26,Adjudicada,8,I MUNICIPALIDAD DE LLAY LLAY,Municipalidades,Región de Valparaíso ,LP,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,70000000.0,2.0,70.0,2026-03-09,2026-02,5600.0
3882-14-LE26,Adjudicada,8,I MUNICIPALIDAD DE LLAY LLAY,Municipalidades,Región de Valparaíso ,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,,23.0,70.0,2026-02-23,2026-02,7703340.0
3882-13-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE LLAY LLAY,Municipalidades,Región de Valparaíso ,LE,SERVICIOS DE LIMPIEZA INDUSTRIAL,CLP,26180000.0,1.0,70.0,2026-02-19,2026-02,
3880-8-LR26,Adjudicada,8,I MUNICIPALIDAD DE MAULE,Municipalidades,Región del Maule ,LR,"ALIMENTOS, BEBIDAS Y TABACO",CLP,413512848.0,6.0,356.0,2026-03-05,2026-02,312336000.0
3880-7-LE26,Adjudicada,8,I MUNICIPALIDAD DE MAULE,Municipalidades,Región del Maule ,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,10000000.0,5.0,356.0,2026-02-16,2026-02,8000000.0
3880-16-LP26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE MAULE,Municipalidades,Región del Maule ,LP,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,166996245.0,1.0,356.0,2026-03-19,2026-02,
3880-15-LP26,Cerrada,6,I MUNICIPALIDAD DE MAULE,Municipalidades,Región del Maule ,LP,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,164890739.0,13.0,356.0,2026-03-25,2026-02,
3880-14-LP26,Cerrada,6,I MUNICIPALIDAD DE MAULE,Municipalidades,Región del Maule ,LP,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,165851416.0,13.0,356.0,2026-03-23,2026-02,
3880-13-LE26,Adjudicada,8,I MUNICIPALIDAD DE MAULE,Municipalidades,Región del Maule ,LE,EQUIPOS Y SUMINISTROS DE LIMPIEZA,CLP,40000000.0,5.0,356.0,2026-03-09,2026-02,33141375.0
3880-12-LP26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE MAULE,Municipalidades,Región del Maule ,LP,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,166911000.0,1.0,356.0,2026-03-19,2026-02,
3880-11-LP26,Cerrada,6,I MUNICIPALIDAD DE MAULE,Municipalidades,Región del Maule ,LP,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,168226000.0,3.0,356.0,2026-03-19,2026-02,
3880-10-L126,Revocada,15,I MUNICIPALIDAD DE MAULE,Municipalidades,Región del Maule ,L1,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,1.0,1.0,356.0,2026-03-02,2026-02,
3878-1-LE26,Adjudicada,8,I MUNICIPALIDAD DE FUTALEUFU,Municipalidades,Región de los Lagos ,LE,"ORGANIZACIONES Y CONSULTORÍAS POLÍTICAS, DEMOGRÁFICAS, ECONÓMICAS, SOCIALES Y DE ADMINISTRACIÓN PÚBLICA",CLP,,4.0,356.0,2026-02-16,2026-02,10000000.0
3874-2-LE26,Revocada,15,I MUNICIPALIDAD DE RAUCO,Municipalidades,Región del Maule ,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,10000000.0,1.0,116.0,2026-03-05,2026-02,
3874-1-LE26,Adjudicada,8,I MUNICIPALIDAD DE RAUCO,Municipalidades,Región del Maule ,LE,"SERVICIOS BASADOS EN INGENIERÍA, CIENCIAS SOCIALES Y TECNOLOGÍA DE LA INFORMACIÓN",CLP,,2.0,116.0,2026-03-05,2026-02,8070000.0
3873-7-LP26,Adjudicada,8,I MUNICIPALIDAD DE PUNITAQUI,Municipalidades,Región de Coquimbo ,LP,"SALUD, SERVICIOS SANITARIOS Y ALIMENTACIÓN",CLP,,1.0,183.0,2026-03-02,2026-02,80920298.0
3873-6-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE PUNITAQUI,Municipalidades,Región de Coquimbo ,LE,SERVICIOS DE LIMPIEZA INDUSTRIAL,CLP,,1.0,183.0,2026-03-02,2026-02,
3873-5-LE26,Adjudicada,8,I MUNICIPALIDAD DE PUNITAQUI,Municipalidades,Región de Coquimbo ,LE,SERVICIOS BÁSICOS Y DE INFORMACIÓN PÚBLICA,CLP,9900000.0,1.0,183.0,2026-03-02,2026-02,8278200.0
3873-4-LE26,Adjudicada,8,I MUNICIPALIDAD DE PUNITAQUI,Municipalidades,Región de Coquimbo ,LE,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,20498400.0,2.0,183.0,2026-03-02,2026-02,17222400.0
3872-4-LP26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE PUNITAQUI,Municipalidades,Región de Coquimbo ,LP,"SERVICIOS DE TRANSPORTE, ALMACENAJE Y CORREO",CLP,151696000.0,10.0,183.0,2026-02-16,2026-02,
3885-15-LE26,Revocada,15,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,LE,MAQUINARIA PARA MINERÍA Y PERFORACIÓN,CLP,,7.0,148.0,2026-02-17,2026-02,
3885-16-L126,Adjudicada,8,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,L1,EQUIPAMIENTO Y SUMINISTROS MÉDICOS,CLP,6000000.0,1.0,148.0,2026-02-17,2026-02,7.0
3885-17-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,LE,SERVICIOS BÁSICOS Y DE INFORMACIÓN PÚBLICA,CLP,,1.0,148.0,2026-02-23,2026-02,
3885-18-LP26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,236085085.0,2.0,148.0,2026-03-30,2026-02,
3889-14-LE26,Adjudicada,8,I MUNICIPALIDAD DE PLACILLA,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"SERVICIOS EDITORIALES, DE DISEÑO, PUBLICIDAD, GRÁFICOS Y ARTISTAS",CLP,,5.0,50.0,2026-03-05,2026-02,
3889-11-LE26,Adjudicada,8,I MUNICIPALIDAD DE PLACILLA,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"SERVICIOS EDITORIALES, DE DISEÑO, PUBLICIDAD, GRÁFICOS Y ARTISTAS",CLP,7500000.0,2.0,50.0,2026-02-25,2026-02,6302521.0
3889-10-LE26,Adjudicada,8,I MUNICIPALIDAD DE PLACILLA,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,ARTÍCULOS ELÉCTRICOS Y DE ILUMINACIÓN,CLP,,1.0,50.0,2026-02-27,2026-02,12605042.0
3888-8-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,Ilustre Municipalidad de San Juan de la Costa,Municipalidades,Región de los Lagos ,LE,MAQUINARIA PARA MINERÍA Y PERFORACIÓN,CLP,,1.0,605.0,2026-03-02,2026-02,
3888-6-LP26,Desierta (o art. 3 ó 9 Ley 19.886),7,Ilustre Municipalidad de San Juan de la Costa,Municipalidades,Región de los Lagos ,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,83136466.0,1.0,605.0,2026-02-19,2026-02,
3888-14-LE26,Adjudicada,8,Ilustre Municipalidad de San Juan de la Costa,Municipalidades,Región de los Lagos ,LE,ARTÍCULOS ELÉCTRICOS Y DE ILUMINACIÓN,CLP,14500000.0,3.0,605.0,2026-03-02,2026-02,9693111.0
3888-12-B226,Desierta (o art. 3 ó 9 Ley 19.886),7,Ilustre Municipalidad de San Juan de la Costa,Municipalidades,Región de los Lagos ,B2,EQUIPAMIENTO PARA MANEJO Y ESTIBA DE MATERIALES,CLP,,2.0,605.0,2026-03-02,2026-02,
3887-23-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILLARRICA,Municipalidades,Región de la Araucanía ,LE,SERVICIOS DE LIMPIEZA INDUSTRIAL,CLP,,1.0,464.0,2026-03-05,2026-02,48000.0
3887-21-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILLARRICA,Municipalidades,Región de la Araucanía ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,14145200.0,6.0,464.0,2026-03-02,2026-02,13500000.0
3887-20-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILLARRICA,Municipalidades,Región de la Araucanía ,LE,"SERVICIOS DE VIAJES, ALIMENTACIÓN, ALOJAMIENTO Y ENTRETENIMIENTO",CLP,34800000.0,2.0,464.0,2026-02-20,2026-02,29243697.0
3887-19-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILLARRICA,Municipalidades,Región de la Araucanía ,LE,"SERVICIOS EDITORIALES, DE DISEÑO, PUBLICIDAD, GRÁFICOS Y ARTISTAS",CLP,30000000.0,1.0,464.0,2026-02-20,2026-02,30000000.0
3887-18-CO26,Adjudicada,8,I MUNICIPALIDAD DE VILLARRICA,Municipalidades,Región de la Araucanía ,CO,PRODUCTOS DE PAPEL,CLP,3000000.0,1.0,464.0,2026-02-17,2026-02,60000.0
3871-6-L126,Adjudicada,8,I MUNICIPALIDAD DE PEMUCO,Municipalidades,Región del Ñuble,L1,MEDICAMENTOS Y PRODUCTOS FARMACÉUTICOS,CLP,10000000.0,10.0,173.0,2026-02-25,2026-02,8029826.0
3887-17-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILLARRICA,Municipalidades,Región de la Araucanía ,LE,MAQUINARIA PARA CONSTRUCCIÓN Y EDIFICACIÓN,CLP,50000000.0,1.0,464.0,2026-02-20,2026-02,40600000.0
3887-15-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILLARRICA,Municipalidades,Región de la Araucanía ,LE,"SERVICIOS DE VIAJES, ALIMENTACIÓN, ALOJAMIENTO Y ENTRETENIMIENTO",CLP,30500000.0,1.0,464.0,2026-02-13,2026-02,25630252.0
3887-14-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILLARRICA,Municipalidades,Región de la Araucanía ,LE,EQUIPAMIENTO PARA MANEJO Y ESTIBA DE MATERIALES,CLP,,5.0,464.0,2026-02-16,2026-02,15144000.0
3887-13-LE26,Adjudicada,8,I MUNICIPALIDAD DE VILLARRICA,Municipalidades,Región de la Araucanía ,LE,"SERVICIOS AGRÍCOLAS, PESQUEROS, FORESTALES Y RELACIONADOS CON LA FAUNA",CLP,,1.0,464.0,2026-02-16,2026-02,127806.0
3887-11-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE VILLARRICA,Municipalidades,Región de la Araucanía ,LE,"SERVICIOS EDITORIALES, DE DISEÑO, PUBLICIDAD, GRÁFICOS Y ARTISTAS",CLP,30000000.0,1.0,464.0,2026-02-12,2026-02,
3885-8-B226,Adjudicada,8,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,B2,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,124156394.0,2.0,148.0,2026-03-13,2026-02,97475000.0
3885-6-CO26,Adjudicada,8,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,CO,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,68108798.0,1.0,148.0,2026-02-23,2026-02,57233978.0
3885-25-LE26,Adjudicada,8,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,LE,"SERVICIOS FINANCIEROS, PENSIONES Y SEGUROS",CLP,69610000.0,2.0,148.0,2026-03-11,2026-02,1.0
3885-24-LE26,Adjudicada,8,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,LE,"SERVICIOS FINANCIEROS, PENSIONES Y SEGUROS",CLP,69610000.0,3.0,148.0,2026-03-13,2026-02,1.0
3885-23-LE26,Adjudicada,8,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,LE,SERVICIOS BÁSICOS Y DE INFORMACIÓN PÚBLICA,CLP,,1.0,148.0,2026-03-09,2026-02,1.0
3885-21-LP26,Revocada,15,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,218105410.0,4.0,148.0,2026-03-25,2026-02,
3885-20-LE26,Adjudicada,8,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,LE,EQUIPOS Y SUMINISTROS DE LIMPIEZA,CLP,61880000.0,9.0,148.0,2026-03-02,2026-02,43231800.0
3885-19-LP26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE PICA,Municipalidades,Región de Tarapacá  ,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,102810057.0,1.0,148.0,2026-03-23,2026-02,
3887-16-L126,Adjudicada,8,I MUNICIPALIDAD DE VILLARRICA,Municipalidades,Región de la Araucanía ,L1,"ARTÍCULOS PARA ESTRUCTURAS, OBRAS Y CONSTRUCCIONES",CLP,6825000.0,4.0,464.0,2026-02-23,2026-02,4094346.0
3743-5-LE26,Adjudicada,8,I MUNICIPALIDAD DE LOS SAUCES,Municipalidades,Región de la Araucanía ,LE,"TECNOLOGÍAS DE LA INFORMACIÓN, TELECOMUNICACIONES Y RADIODIFUSIÓN",CLP,16220050.0,4.0,162.0,2026-02-23,2026-02,11493000.0
387-9-LP26,Adjudicada,8,I MUNICIPALIDAD DE LOS MUERMOS,Municipalidades,Región de los Lagos ,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,162078000.0,5.0,74.0,2026-03-19,2026-02,133223393.0
387-7-LE26,Adjudicada,8,I MUNICIPALIDAD DE LOS MUERMOS,Municipalidades,Región de los Lagos ,LE,"SERVICIOS BASADOS EN INGENIERÍA, CIENCIAS SOCIALES Y TECNOLOGÍA DE LA INFORMACIÓN",CLP,8700000.0,9.0,74.0,2026-02-23,2026-02,8700000.0
3838-21-LP26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE SANTA CRUZ,Municipalidades,Región del Libertador General Bernardo O´Higgins,LP,MAQUINARIA PARA CONSTRUCCIÓN Y EDIFICACIÓN,CLP,,1.0,177.0,2026-03-18,2026-02,
3838-20-LP26,Adjudicada,8,I MUNICIPALIDAD DE SANTA CRUZ,Municipalidades,Región del Libertador General Bernardo O´Higgins,LP,"COMBUSTIBLES, LUBRICANTES Y ANTICORROSIVOS",CLP,76550000.0,1.0,177.0,2026-03-18,2026-02,1.0
3838-18-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE SANTA CRUZ,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"COMBUSTIBLES, LUBRICANTES Y ANTICORROSIVOS",CLP,46644500.0,1.0,177.0,2026-03-10,2026-02,
3838-17-LE26,Adjudicada,8,I MUNICIPALIDAD DE SANTA CRUZ,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,5.0,177.0,2026-03-09,2026-02,
3838-16-LP26,Adjudicada,8,I MUNICIPALIDAD DE SANTA CRUZ,Municipalidades,Región del Libertador General Bernardo O´Higgins,LP,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,79210466.0,3.0,177.0,2026-03-09,2026-02,59390968.0
3838-15-B226,Adjudicada,8,I MUNICIPALIDAD DE SANTA CRUZ,Municipalidades,Región del Libertador General Bernardo O´Higgins,B2,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,1.0,177.0,2026-04-01,2026-02,
3838-14-LE26,Adjudicada,8,I MUNICIPALIDAD DE SANTA CRUZ,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"ARTÍCULOS PARA ESTRUCTURAS, OBRAS Y CONSTRUCCIONES",CLP,30000000.0,4.0,177.0,2026-02-16,2026-02,24680000.0
3838-13-LE26,Desierta (o art. 3 ó 9 Ley 19.886),7,I MUNICIPALIDAD DE SANTA CRUZ,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"SERVICIOS BASADOS EN INGENIERÍA, CIENCIAS SOCIALES Y TECNOLOGÍA DE LA INFORMACIÓN",CLP,7500000.0,2.0,177.0,2026-02-13,2026-02,
3838-12-LP26,Adjudicada,8,I MUNICIPALIDAD DE SANTA CRUZ,Municipalidades,Región del Libertador General Bernardo O´Higgins,LP,"SERVICIOS DE DEFENSA NACIONAL, ORDEN PÚBLICO Y SEGURIDAD",CLP,,2.0,177.0,2026-02-24,2026-02,271498508.0
3838-11-LE26,Adjudicada,8,I MUNICIPALIDAD DE SANTA CRUZ,Municipalidades,Región del Libertador General Bernardo O´Higgins,LE,"EQUIPOS Y SUMINISTROS DE DEFENSA, ORDEN PÚBLICO, PROTECCIÓN Y SEGURIDAD",CLP,33600000.0,7.0,177.0,2026-02-09,2026-02,28212000.0
3836-11-LE26,Adjudicada,8,Ilustre Municipalidad de Tolten,Municipalidades,Región de la Araucanía ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,30000000.0,3.0,40.0,2026-02-16,2026-02,24400320.0
3836-10-LE26,Adjudicada,8,Ilustre Municipalidad de Tolten,Municipalidades,Región de la Araucanía ,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,1.0,40.0,2026-02-16,2026-02,9960672.0
3833-15-LR26,Adjudicada,8,I MUNICIPALIDAD DE RIO BUENO,Municipalidades,Región de Los Ríos,LR,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,,1.0,258.0,2026-03-17,2026-02,442450118.0
3833-12-LE26,Adjudicada,8,I MUNICIPALIDAD DE RIO BUENO,Municipalidades,Región de Los Ríos,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,7750000.0,1.0,258.0,2026-02-11,2026-02,6130000.0
3833-11-LE26,Adjudicada,8,I MUNICIPALIDAD DE RIO BUENO,Municipalidades,Región de Los Ríos,LE,"SERVICIOS PROFESIONALES, ADMINISTRATIVOS Y CONSULTORÍAS DE GESTIÓN EMPRESARIAL",CLP,30000000.0,1.0,258.0,2026-02-10,2026-02,5714286.0
3827-9-LE26,Adjudicada,8,I MUNICIPALIDAD DE PADRE HURTADO,Municipalidades,Región Metropolitana de Santiago,LE,SERVICIOS DE CUIDADO PERSONAL Y DOMÉSTICOS,CLP,11745000.0,3.0,535.0,2026-02-23,2026-02,7106700.0
3827-8-LE26,Adjudicada,8,I MUNICIPALIDAD DE PADRE HURTADO,Municipalidades,Región Metropolitana de Santiago,LE,MEDICAMENTOS Y PRODUCTOS FARMACÉUTICOS,CLP,9875000.0,7.0,535.0,2026-02-23,2026-02,6825000.0
3827-10-L126,Adjudicada,8,I MUNICIPALIDAD DE PADRE HURTADO,Municipalidades,Región Metropolitana de Santiago,L1,"EDUCACIÓN, FORMACIÓN, ENTRENAMIENTO Y CAPACITACIÓN",CLP,2400000.0,3.0,535.0,2026-03-04,2026-02,2400000.0
3824-6-LP26,Adjudicada,8,I MUNICIPALIDAD DE PADRE HURTADO,Municipalidades,Región Metropolitana de Santiago,LP,SERVICIOS DE CONSTRUCCIÓN Y MANTENIMIENTO,CLP,181579500.0,4.0,535.0,2026-03-05,2026-02,143803073.0
3824-5-R126,Adjudicada,8,I MUNICIPALIDAD DE PADRE HURTADO,Municipalidades,Región Metropolitana de Santiago,LE,"ROPA, MALETAS Y PRODUCTOS DE ASEO PERSONAL",CLP,29778000.0,6.0,535.0,2026-02-27,2026-02,17654100.0
3824-5-LE26,Adjudicada,9,I MUNICIPALIDAD DE PADRE HURTADO,Municipalidades,Región Metropolitana de Santiago,LE,"ROPA, MALETAS Y PRODUCTOS DE ASEO PERSONAL",CLP,29778000.0,6.0,535.0,2026-02-27,2026-02,17441400.0
